GRAIN_YIELD:(t/ha):avg,country,SOWING_DATE:(date),HARVEST_STARTING_DATE:(date),GPS Altitude:(integer),GPS Latitude (Decimal),GPS Longitude (Decimal)
2.91648,INDIA,Nov 19 2013,Apr 25 2014,215.0,29.166666666666668,75.76666666666667
2.91648,INDIA,Nov 19 2013,Apr 25 2014,215.0,29.166666666666668,75.76666666666667
2.84704,INDIA,Nov 19 2013,Apr 25 2014,215.0,29.166666666666668,75.76666666666667
2.81232,INDIA,Nov 19 2013,Apr 25 2014,215.0,29.166666666666668,75.76666666666667
2.81232,INDIA,Nov 19 2013,Apr 25 2014,215.0,29.166666666666668,75.76666666666667
2.7776,INDIA,Nov 19 2013,Apr 25 2014,215.0,29.166666666666668,75.76666666666667
2.714065,INDIA,Nov 19 2013,Mar 28 2014,556.0,16.616666666666667,70.85
2.70816,INDIA,Nov 19 2013,Apr 25 2014,215.0,29.166666666666668,75.76666666666667
2.604,INDIA,Nov 19 2013,Apr 25 2014,215.0,29.166666666666668,75.76666666666667
2.604,INDIA,Nov 19 2013,Apr 25 2014,215.0,29.166666666666668,75.76666666666667
2.49984,INDIA,Nov 19 2013,Apr 25 2014,215.0,29.166666666666668,75.76666666666667
2.4304,INDIA,Nov 19 2013,Apr 25 2014,215.0,29.166666666666668,75.76666666666667
2.15264,INDIA,Nov 19 2013,Apr 25 2014,215.0,29.166666666666668,75.76666666666667
4.491625,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
4.29996,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
4.28329,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
4.241625,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
4.22496,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
4.166625,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
4.15829,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.91663,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.89996,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.833295,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.6833,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.658295,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.624965,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.566635,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.56663,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.54163,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.54163,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.533295,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.524965,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.516635,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.5083,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.5083,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.474965,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.4583,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.4583,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.345,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
3.316635,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.3083,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.29997,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.291635,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.28,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
3.24259,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
3.2083,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.191635,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.17375,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
3.1525,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
3.1375,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
3.105255,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
3.09997,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.08659,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
3.06625,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
3.04997,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.0475,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
3.04375,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
3.041635,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.03726,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
3.02875,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
3.02,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
3.01664,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.01664,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
3.01,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.99625,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.98497,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.979925,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.97459,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.966635,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.96126,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.94125,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.93326,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.893265,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.89164,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.891635,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.88875,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.86,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.858305,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.85375,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.84625,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.8386,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.83,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.829265,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.8266,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.816635,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.81375,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.80393,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.799975,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.79997,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.78625,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.78625,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.76625,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.76625,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.765265,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.73331,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.71993,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.71875,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.70875,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.6875,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.6866,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.6825,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.67625,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.6675,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.663935,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.64625,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.643935,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.63875,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.635935,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.63375,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.63,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.6275,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.624975,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.619935,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.61664,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.599975,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.58527,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.57125,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.5625,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.54927,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.54125,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.5186,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.51625,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.5125,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.51,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.50831,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.5,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.499975,ALGERIA,Nov 19 2014,Jul  2 2015,1054.0,34.75,0.1
2.499935,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.4925,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.46875,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.46375,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.443935,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.43727,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.430605,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.41875,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.410605,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.38394,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.33594,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.3325,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.331945,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.32261,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.317275,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.25728,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.257275,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.22261,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.19728,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.175945,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.17461,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.17195,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.166615,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.135,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.1275,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.119945,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.103945,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.08,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
2.065285,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.061285,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
2.03995,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
1.96875,INDIA,Nov 19 2014,Apr 12 2015,600.0,22.45,75.83333333333333
1.817285,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
1.76262,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
1.70929,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
1.451964,ALGERIA,Nov 19 2014,Jul 20 2015,600.0,36.21666666666667,3.216666666666667
3.8146,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.72572,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.6319,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.51339,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.3529,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.32574,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.20229,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.16279,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.08872,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.06897,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.01712,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.00724,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.00724,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
3.0023,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.95539,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.94552,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.90601,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.84182,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.74553,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.72578,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.64677,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.63442,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.59739,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.55788,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.48628,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.48134,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.44431,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.42456,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.42209,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.40234,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.37271,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.35543,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.2616,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.18013,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.17766,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.15297,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.1505,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.14803,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.14309,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.0789,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
2.00236,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
1.96532,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
1.93323,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
1.92088,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
1.78509,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
1.71842,PAKISTAN,Nov 19 2015,May  4 2016,117.0,31.416666666666668,73.15
6.07059,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.71644,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.68727,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.616445,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.47895,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.478945,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.387285,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.35395,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.349785,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.34562,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.32895,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.28312,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.270625,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.266455,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.258125,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.17896,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.16646,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.158125,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.07896,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.066465,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.03313,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
5.016465,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.966465,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.9623,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.94147,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.899805,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.895635,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.86647,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.824805,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.799805,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.766475,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.753975,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.72898,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.67481,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.670645,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.58315,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.55,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
4.49982,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.49982,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.433155,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.40399,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.35816,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.325,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
4.31233,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.303995,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.245,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
4.22483,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.22,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
4.18,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
4.16,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
4.087335,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.085,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
4.06,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
4.04567,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
4.03,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
4.004005,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
3.96,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.895,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.885,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.875,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.86,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.805,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.79568,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
3.76,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.76,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.755,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.755,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.72,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.68,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.675,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.67,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.67,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.658185,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
3.655,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.65,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.65,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.635,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.615,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.6,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.59569,INDIA,Nov 19 2016,Apr 20 2017,215.0,29.166666666666668,76.76666666666667
3.595,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.57,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.55,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.51,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.5,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.485,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.465,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.465,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.465,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.455,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
3.455,PAKISTAN,Nov 19 2016,May 26 2017,170.0,29.366666666666667,71.63333333333334
